p_id,source,p_base_price,p_name,category,p_gender,p_img,p_link
78464,Butterfly,36.74,Kaftan Abaya in Purple with Elegant Embroidery OL-0500,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/11/500-7-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/kaftan-abaya-in-purple-with-elegant-embroidery-ol-0500/
77448,Butterfly,26.74,Kaftan Abaya in Double Layered Chiffon with Stone Work OL-193,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/10/193-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/kaftan-abaya-in-double-layered-chiffon-with-stone-work-ol-193/
65599,Butterfly,45.87,White Kaftan Abaya  Inner Maxi with Elegant Pearl Work OL-1087,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/08/ZZZ2608-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/white-kaftan-abaya-inner-maxi-with-elegant-pearl-work-ol-1087/
64599,Butterfly,32.83,Kaftan Abaya with Embroidery and Belt OL-709,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/08/ZZZ2287-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/kaftan-abaya-with-embroidery-and-belt-ol-709/
64531,Butterfly,39.35,Kaftan Abaya in Black Color with Embroidery OL-458,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/08/ZZZ2397-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/kaftan-abaya-in-black-color-with-embroidery-ol-458/
64442,Butterfly,45.87,Black Kaftan Abaya with Border Embroidery OL- 1095,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/08/ZZZ2168-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/black-kaftan-abaya-with-border-embroidery-ol-1095/
64281,Butterfly,32.83,Black Kaftan Abaya with Embroidery OL- 605,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/08/ZZZ2093-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/black-kaftan-abaya-with-embroidery-ol-605/
63208,Butterfly,37.17,Skin Color Kaftan Abaya with Embroidery on Back OL-418,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/08/418-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/skin-color-kaftan-abaya-with-embroidery-on-back-ol-418/
63078,Butterfly,37.17,Navy Kaftan Abaya with Embroidery OL-262,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/08/ZZZ2346-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/navy-kaftan-abaya-with-embroidery/
61174,Butterfly,39.35,Navy Blue Kaftan Abaya with Embroidery on Back OL-357,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/07/ZZZ2653-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/navy-blue-kaftan-abaya-with-embroidery-on-back-ol-357/
60537,Butterfly,47.61,Black Kaftan Abaya with Embroidery OL-310,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/07/ZZZ2641-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/black-kaftan-abaya-with-embroidery-ol-310/
59082,Butterfly,36.74,Kaftan Abaya with Embroidery on Front and Borders  OL-930,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/07/ZZZ3413-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/kaftan-abaya-with-embroidery-on-front-and-borders-ol-930/
58960,Butterfly,36.74,Kaftan Abaya in Nida Fabric with Same Color Embroidery OL- 662,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/07/ZZZ3444-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/kaftan-abaya-in-nida-fabric-with-same-color-embroidery-ol-662/
56033,Butterfly,25.87,New Stylish Kaftan Abaya for Girls OL-1061,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/05/ZZZ1336-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/new-stylish-kaftan-abaya-for-girls-ol-1061/
55654,Butterfly,40.65,Tie Style Kaftan Abaya with Inner Maxi OL-1033,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/03/ZZZ1411-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/tie-style-kaftan-abaya-with-inner-maxi-ol-1033/
55608,Butterfly,32.83,Moon Embroided Kaftan Abaya OL-1059,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/03/ZZZ1396-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/maroon-kaftan-abaya-ol-1059/
54931,Butterfly,31.96,Black Kaftan Abaya with Bow Style Embroidery OL-1037,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2025/02/ZZZ0244-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/black-kaftan-abaya-with-bow-style-embroidery-ol-1037/
50537,Butterfly,24.13,Simple Butterfly Abaya in Zoom Fabric OL-1020,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/11/ZZZ9243-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/simple-butterfly-abaya-in-zoom-fabric-ol-1020/
36553,Butterfly,37.17,New Nida Embroidery Butterfly Abaya OL-0770,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/06/ZZZ0954-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/embroidery-butterfly-abaya/
29621,Butterfly,35.0,Best Embroidered Butterfly Abaya OL-999,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/999.6-1-570x760-2.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/butterfly-abaya/
29559,Butterfly,37.61,Nida Butterfly Abaya Z Style Stone OL-0996,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/996.3-570x760-2.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/butterfly-abaya-2/
28462,Butterfly,27.17,New Elegant Zainab’s Butterfly Abaya -0975,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0975.3-570x760-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/new-zainabs-butterfly-abaya-0975/
28405,Butterfly,34.13,An Elegant Zainab’s Kaftan Abaya -0974,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0974-570x760-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/an-elegant-zainabs-kaftan-abaya-0974/
28174,Butterfly,34.57,Best New Zainab’s Embroidery Butterfly Abaya – 0970,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0970.1-570x760-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/zainabs-embroidery-butterfly-abaya-0970/
28057,Butterfly,38.91,Sophisticated Zainab Plain Maxi Abaya + Kaftan – 0968,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0968.3-570x760-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/plain-maxi-abaya/
27941,Butterfly,37.17,New Butterfly Embroidery Abaya – 0966,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0966.5-570x760-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/new-kaftan-embroidery-abaya-0966/
27827,Butterfly,30.65,New Kaftan Abaya Embroidery On Cuff – 0943,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0943.1-570x760-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/new-kaftan-abaya-embroidery-on-cuff-0943/
27014,Butterfly,35.43,New Zainab Butterfly Abaya With Doted Embroidery On Shoulder – 0951,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0951-Zainab-Abaya-2-570x760-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/new-zainab-butterfly-abaya-with-doted-embroidery-on-shoulder-0951/
26957,Butterfly,37.17,"New Zainab Butterfly Abaya ,Embroidery On Sleeve’s Cuff And Front -0950",Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0950-Zainab-Abaya-2-570x760-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/new-zainab-butterfly-abaya-embroidery-on-sleeves-cuff-and-front-0950/
25788,Butterfly,34.13,New Butterfly Abaya in  Chiffon Double Layer,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0845-Zainab-Abaya-2.jpg.webp?fit=430%2C628&ssl=1,https://zainabcollection.com/product/butterfly-abaya-3/
25678,Butterfly,36.3,New Nida Front Open Butterfly Abaya with Embroidery 0842,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0842-Zainab-Abaya-1.jpg.webp?fit=430%2C628&ssl=1,https://zainabcollection.com/product/front-open-butterfly-abaya/
25356,Butterfly,35.0,Nida Color Front Open Butterfly Abaya Embroidery On Front & Sleeves – 0834,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0834-Zainab-Abaya-1.jpg.webp?fit=430%2C618&ssl=1,https://zainabcollection.com/product/front-open-butterfly-abaya-2/
24950,Butterfly,28.91,Formal Front Open Butterfly Abaya Embroidery Work On Front & Sleeves – 0825,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0825-Zainab-Abaya-2.jpg.webp?fit=430%2C562&ssl=1,https://zainabcollection.com/product/butterfly-abaya-3-2/
24358,Butterfly,31.96,Nida Butterfly Abaya with Embroidery On Front – 0814,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0814-Zainab-ABaya-2.jpg.webp?fit=430%2C629&ssl=1,https://zainabcollection.com/product/butterfly-abaya-4/
24304,Butterfly,31.96,New Nida Butterfly Abaya with Embroidery On Front – 0813,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0813-Zainab-ABaya-.jpg.webp?fit=430%2C629&ssl=1,https://zainabcollection.com/product/nida-butterfly-abaya-with-embroidery/
24250,Butterfly,32.83,New Nida Color Butterfly Abaya with Embroidery On Sleeves – 0812,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0812-Zainab-Abaya-2.jpg.webp?fit=430%2C629&ssl=1,https://zainabcollection.com/product/nida-color-butterfly-abaya/
24195,Butterfly,32.83,New Nida Black Butterfly Abaya with Embroidery On Sleeves And Front – 0811,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0811-Zainab-Abaya-2.jpg.webp?fit=430%2C629&ssl=1,https://zainabcollection.com/product/black-butterfly-abaya/
23978,Butterfly,37.17,New Nida Color Butterfly Abaya with Embroidery On Front & Sleeves Cuff – 0807,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0807-Zainab-Abaya-4-634x845-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/color-butterfly-abaya-2/
23819,Butterfly,36.3,New Nida Black Embroidery Butterfly Abaya – 0799,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0799-Zainab-Abaya-2-634x845-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/nida-embroidery-butterfly-abaya/
23713,Butterfly,32.83,"Nida Black Butterfly Abaya, Embroidery Work On Shoulders With Pearl Work – 0798",Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0798-Zainab-Abaya-2-634x845-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/nida-black-butterfly-abaya/
23255,Butterfly,36.3,"Nida Color Butterfly Abaya, Embroidery Work With Tassel & Pearl On Front – 0792",Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0792-Zainab-Abaya-3-634x845-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/color-butterfly-abaya-2-2/
23202,Butterfly,34.13,Nida Color Butterfly Abaya Embroidery With Pearl Work On Front – 0790,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0790-Zainab-Abaya-2-634x845-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/nida-butterfly-abaya-with-embroidery-and-pearl-work/
23149,Butterfly,39.35,Nida Color Butterfly Abaya Embroidery & Pearl Work On Front & Sleeves – 0789,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0789-Zainab-Abaya-.jpg.webp?fit=430%2C324&ssl=1,https://zainabcollection.com/product/nida-butterfly-abaya-pearl-on-front-sleeves/
23043,Butterfly,89.35,Nida Color Butterfly Abaya with Zardozi Work On Neck & Sleeves Cuff – 0784,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0784-Zainab-Abaya-.jpg.webp?fit=430%2C324&ssl=1,https://zainabcollection.com/product/butterfly-abaya-with-zardozi-work/
22458,Butterfly,21.96,Chiffon Butterfly Abaya With Formal Inner Maxi – 0763,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0763-Zainab-ABaya-634x845-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/chiffon-butterfly-abaya/
21194,Butterfly,32.83,Nida Color Front Butterfly Abaya Open Hand Made Machine Embroidered On Back & Sleeves – 0710,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0710-ZAinab-Abaya-.jpg.webp?fit=430%2C323&ssl=1,https://zainabcollection.com/product/butterfly-abaya-5/
20819,Butterfly,36.74,Nida Butterfly Abaya Hand Made And Machine Embroidery On Front And Back – 0662,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0662-Zainab-Abaya-.png.webp?fit=430%2C431&ssl=1,https://zainabcollection.com/product/nida-butterfly-abaya-hand-made-and-machine-embroidery-on-front-and-back-0662/
20765,Butterfly,21.96,Nida Fabric Simple Butterfly Abaya – 0654,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0654-Zainab-Abaya-1.png.webp?fit=430%2C430&ssl=1,https://zainabcollection.com/product/simple-butterfly-abaya-0654/
20497,Butterfly,32.83,Nida Butterfly Abaya with Embroidery On Front And Sleeves – 0594,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0594-Zainab-Abaya-1-634x845-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/nida-butterfly-abaya-with-embroidery-on-front-and-sleeves/
19565,Butterfly,32.83,New Butterfly Abaya with Embroidery On One Side Front And Sleeves – 0456,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0456-Zainab-Abaya-.jpg.webp?fit=430%2C654&ssl=1,https://zainabcollection.com/product/butterfly-abaya-with-embroidery-on-one-side-front-and-sleeves/
19512,Butterfly,21.96,Double Chiffon Butterfly Abaya With Same Color Staller – 0447,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/ZZZ2251-scaled.jpg?fit=430%2C645&ssl=1,https://zainabcollection.com/product/double-chiffon-butterfly-abaya-with-same-color-staller-0447/
19457,Butterfly,37.17,New Nida Butterfly Abaya Hand Made Machine Embroidery On Sleeves – 0443,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0443-Zainab-ABaya-2-634x845-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/nida-butterfly-abaya-embroidery-on-sleeves-0443/
19347,Butterfly,37.17,New Nida Butterfly Abaya with Embroidery On Sleeves – 0429,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0429-Zainab-Abaya-1.jpg-1.webp?fit=430%2C573&ssl=1,https://zainabcollection.com/product/nida-butterfly-abaya-with-embroidery-on-sleeves/
19292,Butterfly,37.17,New Nida Butterfly Abaya with Embroidery On Back And Sleeves – 0418,Abayas,Women,https://i0.wp.com/zainabcollection.com/wp-content/uploads/2024/05/0418-ZAinab-Abaya-1.jpg.webp?fit=430%2C654&ssl=1,https://zainabcollection.com/product/nida-butterfly-abaya-with-embroidery-on-back-and-sleeves/
48950501474497,AlHreem,36.74,wave embroidery Nida Abaya | 0116-E-1108,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-E-1108_0000_050A3820_1080x.jpg?v=1761996758,https://hijabulhareem.com/collections/abaya-jilbab/products/wave-embroidery-nida-abaya-0116-e-1108
48950489940161,AlHreem,34.57,Nida Navy Blue Embroidered Abaya | 0116-E-1118,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-E-1118_0004_050A4034copy_1080x.jpg?v=1761996050,https://hijabulhareem.com/collections/abaya-jilbab/products/nida-navy-blue-embroidered-abaya-0116-e-1118
48950346842305,AlHreem,56.09,Luna Luxe Hand work Abaya | 0116-J-1116,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-J-1116_0002_050A4082_1080x.jpg?v=1761987672,https://hijabulhareem.com/collections/abaya-jilbab/products/luna-luxe-hand-work-abaya-0116-j-1106
48950335307969,AlHreem,32.61,Desert Glow Stone Work Nida Abaya | 0116-RC-1106,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0121-RC-1106_0005_050A4203_1080x.jpg?v=1761987028,https://hijabulhareem.com/collections/abaya-jilbab/products/desert-glow-stone-work-nida-abaya-0116-rc-1106
48950287204545,AlHreem,78.04,Royal Teal Hand Work Abaya | 0116-J-1101,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-J-1101_0006_050A3704_1080x.jpg?v=1761985611,https://hijabulhareem.com/collections/abaya-jilbab/products/royal-teal-hand-work-abaya-0116-j-1101
48950251520193,AlHreem,42.17,Graceful Leaf Embroidery Abaya | 0116-E-1111,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-E-1111_0006_050A4180_1080x.jpg?v=1761984464,https://hijabulhareem.com/collections/abaya-jilbab/products/graceful-leaf-embroidery-abaya-0116-e-1111
48950240608449,AlHreem,34.57,Cube Pattern Embroidery Abaya | 0116-E-1110,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-E-1110_0001_050A3967copy_1080x.jpg?v=1761983503,https://hijabulhareem.com/collections/abaya-jilbab/products/cube-patternembroidery-abaya-0116-e-1110
48950230974657,AlHreem,32.61,Elegant Stone Work Abaya | 0116-C-1105,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-C-1105_8_1080x.jpg?v=1761982406,https://hijabulhareem.com/collections/abaya-jilbab/products/elegant-stone-work-abaya-0116-c-1105
48747096834241,AlHreem,34.78,Elegant Drape Jilbab Abaya | JILBAB-C-1104,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/JILBAB-C-1104_0004_050A4137_1080x.jpg?v=1759757615,https://hijabulhareem.com/collections/abaya-jilbab/products/jilbab-c-1104
48747000529089,AlHreem,41.3,Ethereal White – Nida Embroidery Abaya | 0116-E-1103,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-E-1103_0000_050A4195_1080x.jpg?v=1759755598,https://hijabulhareem.com/collections/abaya-jilbab/products/ethereal-white-nida-embroidery-abaya-0116-e-1103
48746885808321,AlHreem,45.65,Stylish Cuts Stone Work Abaya | 0116-RC-1113,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-RC-1113_0006_050A3866_1080x.jpg?v=1759754199,https://hijabulhareem.com/collections/abaya-jilbab/products/stylish-cuts-stone-work-abaya-0116-rc-1113
48746780917953,AlHreem,32.61,Front Open Floral Embroidery Abaya | 0116-E-1109,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-E-1109_0005_050A3914_cf601c9f-b02f-4843-8344-f0a5c631c1d8_1080x.jpg?v=1759752903,https://hijabulhareem.com/collections/abaya-jilbab/products/front-open-floral-embroidery-abaya-0116-e-1109
46804813414593,AlHreem,38.7,Stone work Front Open Black Nida Abaya - 0121-C-1024,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0121-C-1024_0002_050A9512_1080x.jpg?v=1743646081,https://hijabulhareem.com/collections/abaya-jilbab/products/stone-work-front-open-black-abaya-0121-c-1024
46804791689409,AlHreem,34.78,Machine Embroidery Front Close Black Abaya - 0120-E-756,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0120-K-756_0005_050A9651_1080x.jpg?v=1739030879,https://hijabulhareem.com/collections/abaya-jilbab/products/machine-embroidery-front-close-black-abaya-0120-e-756
46804748042433,AlHreem,43.26,Stone Work Front Open Black Abaya - 0116-RC-1020,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-RC-1020_0008_050A9351_1080x.jpg?v=1743646084,https://hijabulhareem.com/collections/abaya-jilbab/products/stone-work-front-open-black-abaya-0116-rc-1020
46804723073217,AlHreem,31.3,Plates Front Open Grey Abaya - 0116-R-722,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-R-722_0005_050A9522_1080x.jpg?v=1743646086,https://hijabulhareem.com/collections/abaya-jilbab/products/plates-front-open-grey-abaya-0116-r-722
46804580171969,AlHreem,41.09,Two Tone Navy Blue Gradient Abaya - 0121-R-1014,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/11_0000_050A9458_1080x.jpg?v=1743646096,https://hijabulhareem.com/collections/abaya-jilbab/products/two-tone-navy-blue-gradient-abaya-0121-r-1014
46804438810817,AlHreem,28.7,Two Tone Blue Gradient Abaya - 0116-PR-1015,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/Untitled-1_0004_050A9218_1080x.jpg?v=1743646099,https://hijabulhareem.com/collections/abaya-jilbab/products/two-tone-blue-gradient-abaya-0116-pr-1015
46804033405121,AlHreem,36.96,White Stripe Hooded Jilbab - JILBAB-R-1001,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/JILBAB-R-1001_0006_050A9559_1080x.jpg?v=1743646101,https://hijabulhareem.com/collections/abaya-jilbab/products/white-stripe-hooded-jilbab-jilbab-r-1001
46619982495937,AlHreem,32.17,Purple Stone Work Nida Abaya - 0116-C-1022,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-C-1022_0003_050A9285_1080x.jpg?v=1743646103,https://hijabulhareem.com/collections/abaya-jilbab/products/puple-stone-work-nida-abaya-0116-c-1022
46619949760705,AlHreem,33.7,Grey Stone Work Jilbab - JILBAB-C-1021,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/JILBAB-C-1021_0007_050A9254_1080x.jpg?v=1743646105,https://hijabulhareem.com/collections/abaya-jilbab/products/grey-stone-work-jilbab-jilbab-c-1021
46619880030401,AlHreem,32.39,Blue Nida White Stripe Abaya - 0116-R-1010,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-R-1010_0003_050A9242_1080x.jpg?v=1743646108,https://hijabulhareem.com/collections/abaya-jilbab/products/blue-nida-white-stripe-abaya-0116-r-1010
46619823636673,AlHreem,32.61,Stone Grey Thread Work Nida Abaya - 0116-R-1006,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-R-1006_0006_050A9386_f4c1d711-40c0-4162-921a-fbb2bbb16fef_1080x.jpg?v=1743646109,https://hijabulhareem.com/collections/abaya-jilbab/products/stone-grey-thread-work-abaya-0116-r-1006
46609593532609,AlHreem,38.91,Black Nida Plates Style Abaya - 0121-R-1008,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0121-R-1008_0006_050A9576_1080x.jpg?v=1743646115,https://hijabulhareem.com/collections/abaya-jilbab/products/black-nida-plates-style-abaya-0121-r-1008
45857614168257,AlHreem,23.7,Tea Pink Nida Plain Round Neck Front Close Abaya - 0120-P,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/image00011_1080x.jpg?v=1743646159,https://hijabulhareem.com/collections/abaya-jilbab/products/tea-pink-nida-plain-round-neck-front-close-abaya-0120-p
45857580417217,AlHreem,21.52,Black Wool Peach Plain Round Neck Front Close Abaya - 0120-P,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/image00016_1080x.jpg?v=1743646160,https://hijabulhareem.com/collections/abaya-jilbab/products/black-nida-plain-round-woolpeach-front-close-abaya-0120-p
45335277469889,AlHreem,45.0,Front Open Brown Zoom Embroidered Abaya  0118-K-752,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/2_af29bca7-9cd8-44d6-8d2a-0ca40bfeb6ca_1080x.jpg?v=1743646176,https://hijabulhareem.com/collections/abaya-jilbab/products/front-open-brown-zoom-embroidered-abaya-0118-k-752
43852126585025,AlHreem,30.0,Nida Strip Style Abaya Majestic Midnight 0120-R-715,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0120-R-715_1080x.jpg?v=1743646294,https://hijabulhareem.com/collections/abaya-jilbab/products/nida-front-close-abaya-majestic-midnight-0120-r-715
43728365224129,AlHreem,36.52,Double Georgette Embroidered Abaya Black 0118-K-754,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0118-K-754_1080x.jpg?v=1743646299,https://hijabulhareem.com/collections/abaya-jilbab/products/double-georgette-embroidered-abaya-0118-k-754
43728513892545,AlHreem,50.0,Front Open Handwork Abaya Teal Cascade 0116-J-776,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-J-776_1080x.jpg?v=1743646301,https://hijabulhareem.com/collections/abaya-jilbab/products/front-open-handwork-abaya-0116-j-776
43728570613953,AlHreem,46.09,Nida Hand Work Abaya Pearl 0118-J-778,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0118-J-778_1080x.jpg?v=1743646305,https://hijabulhareem.com/collections/abaya-jilbab/products/nida-hand-work-abaya-pearl-0119-j-778
43728574644417,AlHreem,33.7,Stone Work Front Open Abaya Beige Petal 0116-C-740,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0116-C-740_1080x.jpg?v=1734157343,https://hijabulhareem.com/collections/abaya-jilbab/products/stone-work-front-open-abaya-beige-petal-0116-c-740
43728355885249,AlHreem,38.48,Chiffon Front Open Abaya Rouge 0122-RC-713,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/0122-RC-713_1080x.jpg?v=1743646309,https://hijabulhareem.com/collections/abaya-jilbab/products/chiffon-front-open-abaya-rouge
42952410857665,AlHreem,34.57,Black Nida Fabric Jilbab with Stone Work jilbab - JILBAB-C-263,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/3_f9d37996-afb3-4b83-adea-def8317dc2a2_1080x.jpg?v=1743646316,https://hijabulhareem.com/collections/abaya-jilbab/products/nooriya-black-nida-fabric-jilbab-with-stone-work-jilbab-1
42954320543937,AlHreem,24.57,Navy Blue Double Georgette Front Open Ribbon Abaya - 0116-R-248,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/2_50d7cec2-bb41-46ef-a4e3-704fde8e20e9_1080x.jpg?v=1743646324,https://hijabulhareem.com/collections/abaya-jilbab/products/navy-blue-double-georgette-front-open-ribbon-0116-r-248
43085095305409,AlHreem,33.48,Black Nida Fabric Jilbab with Stone Work Jilbab - JILBAB-C-232,Abayas,Women,https://hijabulhareem.com/cdn/shop/files/1_654df1f3-a596-42fb-a678-cda9344241f2_1080x.jpg?v=1743646328,https://hijabulhareem.com/collections/abaya-jilbab/products/black-nida-fabric-jilbab-with-stone-work-jilbab
