p_id,source,p_base_price,p_name,category,p_gender,p_img,p_link
33739,Noir,61.18$,Tulip Crois?e Silk Abaya with Matching Scarf,Abayas,Women,https://abayanoir.com/wp-content/uploads/2023/11/Tulip-Croisee-Silk-Abaya-with-Matching-Scarf.jpg,https://abayanoir.com/product/tulip-croisee-silk-abaya-with-matching-scarf/?v=3d9975706be3
32775,Noir,63.29$,Tulip Layers Abaya -Black Chiffon Scarf included,Abayas,Women,https://abayanoir.com/wp-content/uploads/2023/11/Tulip-Layers-Abaya-Black-Chiffon-Scarf-included-3.webp,https://abayanoir.com/product/tulip-layers-abaya-black-chiffon-scarf-included/?v=3d9975706be3
32748,Noir,61.18$,Tulip Pockets with magic zipper Abaya – Black Chiffon Scarf included,Abayas,Women,https://abayanoir.com/wp-content/uploads/2023/11/LX0A5001-scaled.jpg,https://abayanoir.com/product/tulip-pockets-with-magic-zipper-abaya-black-chiffon-scarf-included/?v=3d9975706be3
34109,Noir,61.18$,Tulip Wide Abaya with France Sleeves – Scarf Included,Abayas,Women,https://abayanoir.com/wp-content/uploads/2023/11/Tulip-Wide-Abaya-with-France-Sleeves-Scarf-Included-e1708615878275.jpeg,https://abayanoir.com/product/tulip-wide-abaya-with-fronce-sleeves/?v=3d9975706be3
32975,Noir,49.96$,V Neck Abaya With touch of satin,Abayas,Women,https://abayanoir.com/wp-content/uploads/2023/11/V-Neck-Abaya-With-touch-of-satin_1.webp,https://abayanoir.com/product/v-neck-abaya-with-touch-of-satin/?v=3d9975706be3
33208,Noir,43.18$,Zipper Abaya With 2 pockets,Abayas,Women,https://abayanoir.com/wp-content/uploads/2023/11/Zipper-Abaya-With-pockets_1.webp,https://abayanoir.com/product/zipper-abaya-with-2-pockets/?v=3d9975706be3
32948,Noir,59.06$,zipper Abaya With touch of Purple or gray crepe,Abayas,Women,https://abayanoir.com/wp-content/uploads/2023/11/zipper-Abaya-With-touch-of-Purple-crepe_1.webp,https://abayanoir.com/product/zipper-abaya-with-touch-of-purple-crepe/?v=3d9975706be3
32696,Noir,46.36$,Zipper Chiffon Abaya,Abayas,Women,https://abayanoir.com/wp-content/uploads/2023/11/Zipper-Chiffon-Abaya_1.webp,https://abayanoir.com/product/zipper-chiffon-abaya/?v=3d9975706be3
38141,Noir,65.41$,Wide Tulip Abaya,Abayas,Women,https://abayanoir.com/wp-content/uploads/2024/02/Abaya-Noir-639.webp,https://abayanoir.com/product/wide-tulip-abaya/?v=3d9975706be3
1,malbus,$52.99,Arwa,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/arwa-2298126.png?v=1760830313&width=1000,https://www.bymalbus.com/products/arwa
2,malbus,$29.99,Beige -  Front Close Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/beige-front-close-abaya-6608867.jpg?v=1761943474&width=1000,https://www.bymalbus.com/products/beige-front-close-abaya
3,malbus,$29.99,Beige - Front Open Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/beige-front-open-abaya-4958068.jpg?v=1760830163&width=1000,https://www.bymalbus.com/products/beige-front-open-abaya
4,malbus,$52.99,Beige Stone Lace Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/beige-stone-lace-abaya-3487529.jpg?v=1761943473&width=1000,https://www.bymalbus.com/products/beige-stone-lace-abaya
5,malbus,$41.99,Beige Umbrella Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/beige-umbrella-abaya-3721920.jpg?v=1760830163&width=1000,https://www.bymalbus.com/products/beige-umbrella-abaya-1
6,malbus,$29.99,Black -  Front Close Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/black-front-close-abaya-9905810.jpg?v=1760830161&width=1000,https://www.bymalbus.com/products/black-front-close-abaya
7,malbus,$34.99,Black - Casual Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/black-casual-abaya-6195601.jpg?v=1760830162&width=1000,https://www.bymalbus.com/products/black-casual-abaya-1
8,malbus,$29.99,Black - Front Open Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/black-front-open-abaya-7179655.jpg?v=1760830163&width=1000,https://www.bymalbus.com/products/black-front-open-abaya
9,malbus,$38.99,Black Floral Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/black-floral-abaya-6579614.jpg?v=1762014139&width=1000,https://www.bymalbus.com/products/black-floral-abaya
10,malbus,$43.99,Black Hexagon Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/black-hexagon-abaya-4822163.jpg?v=1762014138&width=1000,https://www.bymalbus.com/products/black-hexagon-abaya
11,malbus,$49.99,Black Stone Lace Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/black-stone-lace-abaya-5837118.jpg?v=1761943470&width=1000,https://www.bymalbus.com/products/black-stone-lace-abaya
12,malbus,$40.99,Casual Black Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/products/casual-black-abaya-1747682.jpg?v=1760830567&width=1000,https://www.bymalbus.com/products/casual-black-abaya
13,malbus,$29.99,Chocolate Brown Plain Straight Closed Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/chocolate-brown-plain-straight-closed-abaya-7075969.jpg?v=1760830608&width=1000,https://www.bymalbus.com/products/chocolate-brown-plain-straight-closed-abaya
14,malbus,$34.99,Elegant Beige Nida Casual Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/beige-casual-abaya-1884528.jpg?v=1761943474&width=1000,https://www.bymalbus.com/products/beige-casual-abaya-1
15,malbus,$41.99,Elegant Black Nida Umbrella Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/black-umbrella-abaya-1154882.jpg?v=1761943473&width=1000,https://www.bymalbus.com/products/black-umbrella-abaya-1
16,malbus,$41.99,Elina,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/elina-7396554.jpg?v=1760830381&width=1000,https://www.bymalbus.com/products/elina
17,malbus,$41.99,Ember - Green,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/ember-green-7951099.jpg?v=1760830310&width=1000,https://www.bymalbus.com/products/ember-green
18,malbus,$41.99,Ember - Rust,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/ember-rust-3232620.jpg?v=1760830310&width=1000,https://www.bymalbus.com/products/ember-rust
19,malbus,$56.99,Ivory Verse,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/ivory-verse-1247231.jpg?v=1760830317&width=1000,https://www.bymalbus.com/products/ivory-verse
20,malbus,$36.99,Malabis,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/malabis-3884953.jpg?v=1760830513&width=1000,https://www.bymalbus.com/products/malabis
21,malbus,$29.99,Mauve -  Front Close Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/mauve-front-close-abaya-4742927.jpg?v=1760830163&width=1000,https://www.bymalbus.com/products/mauve-front-close-abaya
22,malbus,$34.99,Mauve - Casual Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/mauve-casual-abaya-6233162.jpg?v=1760830163&width=1000,https://www.bymalbus.com/products/mauve-casual-abaya-1
23,malbus,$29.99,Mauve - Front Open Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/mauve-front-open-abaya-3503091.jpg?v=1760830163&width=1000,https://www.bymalbus.com/products/mauve-front-open-abaya
24,malbus,$54.99,Mauve Embriodered,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/mauve-embriodered-8733631.jpg?v=1760830223&width=1000,https://www.bymalbus.com/products/mauve-embriodered-1
25,malbus,$70.99,Mauve Radiance,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/mauve-radiance-4074799.jpg?v=1760830310&width=1000,https://www.bymalbus.com/products/mauve-radiance
26,malbus,$41.99,Mauve Umbrella Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/mauve-umbrella-abaya-9840182.png?v=1761943557&width=1000,https://www.bymalbus.com/products/mauve-umbrella-abaya-1
27,malbus,$52.99,Mocha Luxe,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/mocha-luxe-5748432.jpg?v=1760830316&width=1000,https://www.bymalbus.com/products/mocha-luxe
28,malbus,$43.99,Mocha Wave,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/mocha-wave-7813246.jpg?v=1760830309&width=1000,https://www.bymalbus.com/products/mocha-wave
29,malbus,$49.99,Moonstone,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/moonstone-5688524.jpg?v=1760830309&width=1000,https://www.bymalbus.com/products/moonstone
30,malbus,$29.99,Navy Blue -  Front Close Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/navy-blue-front-close-abaya-2447200.jpg?v=1761943474&width=1000,https://www.bymalbus.com/products/navy-blue-front-close-abaya
31,malbus,$29.99,Navy Blue - Front Open Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/navy-blue-front-open-abaya-4584977.jpg?v=1761943474&width=1000,https://www.bymalbus.com/products/navy-blue-front-open-abaya
32,malbus,$41.99,Navy Blue - Umbrella Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/navy-blue-umbrella-abaya-8926700.jpg?v=1761943473&width=1000,https://www.bymalbus.com/products/navy-blue-umbrella-abaya-1
33,malbus,$34.99,Navy Blue Casual Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/navy-blue-casual-abaya-2215649.jpg?v=1760830162&width=1000,https://www.bymalbus.com/products/navy-blue-casual-abaya-1
34,malbus,$48.99,Nazra,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/nazra-5527493.jpg?v=1760830316&width=1000,https://www.bymalbus.com/products/nazra
35,malbus,$41.99,Noirah,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/noirah-2835782.jpg?v=1760830307&width=1000,https://www.bymalbus.com/products/noirah
36,malbus,$63.99,Noor al Aswad,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/noor-al-aswad-1368469.jpg?v=1760830378&width=1000,https://www.bymalbus.com/products/noor-al-aswad
37,malbus,$63.99,Noor e Layla,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/noor-e-layla-6025202.jpg?v=1760830308&width=1000,https://www.bymalbus.com/products/noor-e-layla
38,malbus,$49.99,Petal Pink Hand Embellished,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/petal-pink-hand-embellished-6327046.jpg?v=1760830307&width=1000,https://www.bymalbus.com/products/petal-pink-hand-embellished
39,malbus,$34.99,Pleat Luxe,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/pleat-luxe-5852355.jpg?v=1760830223&width=1000,https://www.bymalbus.com/products/pleat-luxe-1
40,malbus,$54.99,Radiance,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/radiance-4254266.png?v=1760830315&width=1000,https://www.bymalbus.com/products/radiance
41,malbus,$48.99,Rayhan,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/rayhan-6664989.jpg?v=1760830380&width=1000,https://www.bymalbus.com/products/rayhan
42,malbus,$48.99,Rosara,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/rosara-1829133.jpg?v=1760830307&width=1000,https://www.bymalbus.com/products/rosara
43,malbus,$36.99,Ruby,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/ruby-8475607.jpg?v=1760830513&width=1000,https://www.bymalbus.com/products/ruby-abaya
44,malbus,$50.99,Slate Grey Panel Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/slate-grey-panel-abaya-4331680.jpg?v=1760830307&width=1000,https://www.bymalbus.com/products/slate-grey-panel-abaya
45,malbus,$54.99,Sutura,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/sutura-4627095.jpg?v=1760830318&width=1000,https://www.bymalbus.com/products/sutura
46,malbus,$56.99,Tawny,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/tawny-3705918.jpg?v=1760830317&width=1000,https://www.bymalbus.com/products/tawny
47,malbus,$34.99,White - Casual Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/white-casual-abaya-6783005.jpg?v=1760830163&width=1000,https://www.bymalbus.com/products/white-casual-abaya
48,malbus,$29.99,White - Font Open Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/white-font-open-abaya-7516986.jpg?v=1761943474&width=1000,https://www.bymalbus.com/products/white-font-open-abaya
49,malbus,$41.99,White - Umbrella Abaya,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/white-umbrella-abaya-7382867.jpg?v=1760830162&width=1000,https://www.bymalbus.com/products/white-umbrella-abaya
50,malbus,$48.99,Zaina,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/zaina-3612706.jpg?v=1760830316&width=1000,https://www.bymalbus.com/products/zaina
51,malbus,$50.99,Zareen,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/zareen-8960668.jpg?v=1760830378&width=1000,https://www.bymalbus.com/products/zareen
52,malbus,$56.99,Zariah,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/zariah-5806657.png?v=1760830311&width=1000,https://www.bymalbus.com/products/zariah-1
53,malbus,$49.99,Zarmin,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/zarmin-6162781.jpg?v=1760830377&width=1000,https://www.bymalbus.com/products/zarmin
54,malbus,$40.99,Zarqa,Abayas,Women,https://www.bymalbus.com/cdn/shop/files/zarqa-1774299.jpg?v=1760830377&width=1000,https://www.bymalbus.com/products/zarqa
8348479291649,Dhaagy,96.59,Butterfly Bliss Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/ButterflyBlissAbayabyDhaageyAbaya-2-_1.jpg?v=1748859830&width=1100,https://www.dhaagey.pk/products/butterfly-bliss-abaya
8426649846017,Dhaagy,82.93,Forest Finesse Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/FSJA0204-_1.jpg?v=1748859578&width=1100,https://www.dhaagey.pk/products/forest-finesse-abaya
8653982400769,Dhaagy,84.88,Noor Al-Layl Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/NoorAL-LaylAbayabyDhaageyAbaya-3-_1.jpg?v=1748859375&width=1100,https://www.dhaagey.pk/products/noor-al-layl-abaya
8398602830081,Dhaagy,132.93,Butterfly Dream Lace Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/ButterflyDreamLaceAbaya-2-_1.jpg?v=1748859614&width=1100,https://www.dhaagey.pk/products/butterfly-dream-lace-abaya
8502418505985,Dhaagy,92.68,Brown Majestic Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/BrownMajesticbyDhaagey_4.jpg?v=1737967806&width=1100,https://www.dhaagey.pk/products/brown-majestic-abaya
8339343474945,Dhaagy,67.32,White Serenity Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/White-Serenity-Abaya-by-Dhaagey-Abaya-05-_1.jpg?v=1748859915&width=1100,https://www.dhaagey.pk/products/white-serenity-abaya
8348739076353,Dhaagy,72.68,Graceful Harmony Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/GracefulHarmonyAbayabyDhaageyAbaya-11-_1.jpg?v=1748859727&width=1100,https://www.dhaagey.pk/products/graceful-harmony-abaya
8398592540929,Dhaagy,86.83,Midnight Hooded Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/MidnightHoodedAbaya-1-updated-_1.png?v=1748859650&width=1100,https://www.dhaagey.pk/products/midnight-hooded-abaya
8348710502657,Dhaagy,80.0,Hayat Black Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/HayatBlackAbayabyDhaageyAbaya-4-_1.jpg?v=1748859771&width=1100,https://www.dhaagey.pk/products/hayat-black-abaya
8348732784897,Dhaagy,80.0,Sacred Serenity Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/SacredSerenityAbayabyDhaageyAbaya-9-_1.jpg?v=1748859747&width=1100,https://www.dhaagey.pk/products/sacred-serenity-abaya
8339307856129,Dhaagy,170.24,Safaa Calligraphy Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/Safaa-Calligraphy-Abaya-by-dhaagey-Abaya-04-_1.jpg?v=1748859967&width=1100,https://www.dhaagey.pk/products/safaa-caligraphy-abaya
8339294454017,Dhaagy,180.0,Twilight Black Sapphire Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/TwilightBlueSapphireAbaya02.jpg?v=1713453261&width=1100,https://www.dhaagey.pk/products/twilight-black-sapphire-abaya
8338616680705,Dhaagy,180.0,Emerald Black Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/EmeraldBlackbyDhaageyAbaya10-_1.jpg?v=1748860015&width=1100,https://www.dhaagey.pk/products/emerald-black-abaya
8338610094337,Dhaagy,180.0,Emerald Green Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/EmeraldGreenbyDhaageyAbaya06.jpg?v=1713434055&width=1100,https://www.dhaagey.pk/products/emerald-green-abaya
8348319351041,Dhaagy,82.93,Timeless Striped Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/TimelessStripedAbayabyDhaageyAbaya04-_1.jpg?v=1748859850&width=1100,https://www.dhaagey.pk/products/timeless-striped-abaya
8398597030145,Dhaagy,102.44,Golden Grace Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/GoldenGraceAbayabyDhaageyAbaya-11-updated-_1.jpg?v=1748859631&width=1100,https://www.dhaagey.pk/products/golden-grace-abaya
8727722492161,Dhaagy,96.59,Noor Al-Qahwa Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/Noor-Al-Qahwa-Abaya-by-Dhaagey-Abaya-6-_1.jpg?v=1748859018&width=1100,https://www.dhaagey.pk/products/noor-al-qahwa-abaya
8348747137281,Dhaagy,72.68,Silver Mist Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/ad89bb5c-1385-4dfa-ab1c-c84c7aeb86af.jpg?v=1727540879&width=1100,https://www.dhaagey.pk/products/silver-mist-abaya
8656610459905,Dhaagy,84.88,Midnight Olive Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/WhatsAppImage2024-11-27at16.08.29.jpg?v=1733232931&width=1100,https://www.dhaagey.pk/products/midnight-olive-abaya
8681703899393,Dhaagy,155.12,Whispering Butterfly Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/1-12-014c0723-fee8-4b9d-9a19-de8dc2e79d1e-_1.jpg?v=1748859183&width=1100,https://www.dhaagey.pk/products/whispering-butterfly-abaya
8398589296897,Dhaagy,90.24,Noir Sport Stripe Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/NoirSportStripeAbayabyDhaageyAbaya-8-_1.jpg?v=1748859671&width=1100,https://www.dhaagey.pk/products/noir-sport-stripe-abaya
8398583005441,Dhaagy,72.68,White Orchid Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/WhiteOrchidAbayabyDhaageyAbaya-12-_1.jpg?v=1748859689&width=1100,https://www.dhaagey.pk/products/white-orchid-abaya
8881716625665,Dhaagy,96.59,Haya Olive Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/HayaOliveAbayabyDhaagey_3.png?v=1755259487&width=1100,https://www.dhaagey.pk/products/haya-olive-abaya
8728563810561,Dhaagy,96.59,Noor Al-Falak Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/Noor-Al-Falak-Abaya-by-Dhaagey-Abaya-10-_1.jpg?v=1748858997&width=1100,https://www.dhaagey.pk/products/noor-al-falak-abaya
8339491619073,Dhaagy,96.59,Black Bliss Jilbab,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/BlackBlissJilbabbyDhaageyAbaya06.jpg?v=1713453411&width=1100,https://www.dhaagey.pk/products/black-bliss-jilbab
8339466420481,Dhaagy,96.59,Teal Bliss Jilbab,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/TealBlissJilbabbyDhaageyAbaya01-_1.jpg?v=1748859891&width=1100,https://www.dhaagey.pk/products/teal-bliss-jilbab
8339282034945,Dhaagy,180.0,Twilight Blue Sapphire Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/TwilightBlueSapphireAbaya07-_1.jpg?v=1748859994&width=1100,https://www.dhaagey.pk/products/twilight-blue-sapphire-abaya
8907643420929,Dhaagy,132.93,Butterfly Dream White Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/ButterflyDreamWhiteAbaaybyDhaagey_4.png?v=1757334048&width=1100,https://www.dhaagey.pk/products/butterfly-dream-white-abaya
8338607341825,Dhaagy,180.0,Rose Radiance Crystal Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/RoseRadiancebyDhaageyAbaya07-_1.jpg?v=1748860044&width=1100,https://www.dhaagey.pk/products/rose-radiance-crystal-abaya
8891693596929,Dhaagy,67.32,Layali Black Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/4.png?v=1755861070&width=1100,https://www.dhaagey.pk/products/layali-black-abaya
8678920683777,Dhaagy,96.59,Butterfly Aura Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/1-7-_1.jpg?v=1748859253&width=1100,https://www.dhaagey.pk/products/butterfly-aura-abaya
8747806195969,Dhaagy,161.59,Noor Al-Noir Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/NoorAl-NoirAbayabySacha_sCakes_2.jpg?v=1742287343&width=1100,https://www.dhaagey.pk/products/noor-al-noir-abaya
8339523666177,Dhaagy,82.93,Pink French Jilbab,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/PinkFrenchJilbabbyDhaageyAbaya10-_1.jpg?v=1748859868&width=1100,https://www.dhaagey.pk/products/pink-french-jilbab
8682539483393,Dhaagy,116.1,Pearl Rose Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/Pearl-Rose-Abaya-by-Dhaagey-Abaya-_1.jpg?v=1748859132&width=1100,https://www.dhaagey.pk/products/pearl-rose-abaya
8427835097345,Dhaagy,96.59,Shamairah Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/WhatsAppImage2024-05-17at16-19-48-_1.jpg?v=1748859569&width=1100,https://www.dhaagey.pk/products/shamairah-abaya
8404636369153,Dhaagy,82.93,Harmony Thread Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/HarmonyThreadAbaya-12-_1.jpg?v=1748859590&width=1100,https://www.dhaagey.pk/products/harmony-thread-abaya
8339323420929,Dhaagy,170.24,Marwah Calligraphy Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/MarwahCalligraphyAbayaByDhaageyAbaya03-999efb12-39be-4990-9e8c-e188851ce13c-_1.jpg?v=1748859941&width=1100,https://www.dhaagey.pk/products/marwah-calligraphy-abaya
8734021714177,Dhaagy,112.2,Noor Al-Fajar Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/WhatsAppImage2025-02-25at18.32.22_5.jpg?v=1740493056&width=1100,https://www.dhaagey.pk/products/noor-al-fajar-abaya
8348686713089,Dhaagy,135.61,Oceanic Elegance Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/OceanicEleganceAbayabyDhaageyAbaya-5-_1.jpg?v=1748859792&width=1100,https://www.dhaagey.pk/products/oceanic-elegance-abaya
8731326218497,Dhaagy,96.59,Sahar Al-Noor Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/1-2-bb0cecad-eee9-46b7-a110-891d31b57d62-_1.jpg?v=1748858975&width=1100,https://www.dhaagey.pk/products/sahar-al-noor-abaya
8682536665345,Dhaagy,116.1,Dusky Petal Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/Dusky-Petal-by-Dhaagey-Abaya-_1.jpg?v=1748859159&width=1100,https://www.dhaagey.pk/products/dusky-petal-abaya
8446323032321,Dhaagy,82.93,Sherry Green Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/WhatsAppImage2024-05-17at16-19-54-_1.jpg?v=1748859563&width=1100,https://www.dhaagey.pk/products/sherry-green-abaya
8377609388289,Dhaagy,72.68,Lavender Dusk Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/LavenderDuskAbayabyDhaageyAbaya-2-_1.jpg?v=1748859709&width=1100,https://www.dhaagey.pk/products/lavender-dusk-abaya
8348649619713,Dhaagy,80.0,Purple Butterfly Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/PurpleButterflyAbayabyDhaageyAbaya-1-_1.jpg?v=1748859813&width=1100,https://www.dhaagey.pk/products/purple-butterfly-abaya
8687208235265,Dhaagy,116.1,Midnight Cascade Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/MidnightCascadeAbaya-7-_1.jpg?v=1748859102&width=1100,https://www.dhaagey.pk/products/midnight-cascade-abaya
8687204827393,Dhaagy,116.1,Sage Whisper Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/SageWhisperAbayabyDhaageyAbaya-14-_1.jpg?v=1748859120&width=1100,https://www.dhaagey.pk/products/sage-whisper-abaya
8656612819201,Dhaagy,92.68,Artisan Noir Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/ArtisanNoirAbayabyDhaagey_2.jpg?v=1733233412&width=1100,https://www.dhaagey.pk/products/artisan-noir-abaya
8742593495297,Dhaagy,107.22,Mocha Bloom Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/MochaBloomAbayabyDhaageyAbayat-1-_1.jpg?v=1748858899&width=1100,https://www.dhaagey.pk/products/mocha-bloom-abaya
8734022631681,Dhaagy,112.2,Zamrud Noor Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/1-4-7fba613b-ca1a-43b2-81b4-5886f6e0e65d-_1.jpg?v=1748858945&width=1100,https://www.dhaagey.pk/products/zamrud-noor-abaya
8611353493761,Dhaagy,82.93,Leafs Glam Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/4b81d3cf-3d87-4645-af32-a02b34692667-_1.jpg?v=1748859388&width=1100,https://www.dhaagey.pk/products/leafs-glam-abaya
8446320345345,Dhaagy,82.93,Brook Green Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/WhatsAppImage2024-05-17at16-19-51-_1.jpg?v=1748859566&width=1100,https://www.dhaagey.pk/products/brook-green-abaya
8953553256705,Dhaagy,169.51,Zahra Forest Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/ZahraForestAbayabyDhaageyAbayas_3.png?v=1762178612&width=1100,https://www.dhaagey.pk/products/zahra-forest-abaya
8738515386625,Dhaagy,107.22,Sama Sky Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/SamaSkyAbayabyDhaageyAbaya-6-_1.jpg?v=1748858921&width=1100,https://www.dhaagey.pk/products/sama-sky-abaya
8687220293889,Dhaagy,184.39,Noir Majesty Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/NoirMajestyAbayabyDhaageyAbaya-4-_1.jpg?v=1748859075&width=1100,https://www.dhaagey.pk/products/noir-majesty-abaya
8672343884033,Dhaagy,116.1,Sabr Heart Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/HeartShapedSabarAbaya_13.jpg?v=1736075322&width=1100,https://www.dhaagey.pk/products/sabr-heart-abaya
8672338018561,Dhaagy,94.63,Bahar Stripes Abaya,Abayas,Women,https://www.dhaagey.pk/cdn/shop/files/DarkBlueStripeAbaya_1.jpg?v=1735649768&width=1100,https://www.dhaagey.pk/products/bahar-stripes-abaya
